time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-10-11T03:34:22.571Z,-25.322,179.5904,507.816,4.4,mb,21,79,4.506,0.5,us,us6000lepe,2023-10-11T03:53:15.040Z,"south of the Fiji Islands",earthquake,14.51,9.614,0.117,21,reviewed,us,us
2023-10-11T03:13:33.498Z,38.1663,-117.8949,11.9,2.6,ml,11,86.86,0.078,0.1533,nn,nn00867125,2023-10-13T04:07:39.040Z,"31 km SE of Mina, Nevada",earthquake,,1,0.43,7,reviewed,nn,nn
2023-10-11T03:03:55.272Z,60.0772,-150.9233,56.2,2.5,ml,,,,0.63,ak,ak023d1qfmhe,2023-10-13T03:56:23.040Z,"24 km N of Fox River, Alaska",earthquake,,1.3,,,automatic,ak,ak
2023-10-11T01:56:00.961Z,-24.1731,-66.8494,177.923,4.3,mb,24,78,1.722,0.41,us,us6000lep1,2023-10-13T03:11:01.040Z,"Salta, Argentina",earthquake,10.54,13.918,0.237,5,reviewed,us,us
2023-10-11T01:50:17.334Z,15.014,147.1082,10,5,mb,74,100,1.29,0.44,us,us6000lep0,2023-10-14T02:00:28.955Z,"147 km E of Saipan, Northern Mariana Islands",earthquake,7.99,1.874,0.047,147,reviewed,us,us
2023-10-11T01:41:05.058Z,34.6615,61.9278,10,4.1,mb,20,135,5.87,0.85,us,us6000leny,2023-10-12T23:58:41.040Z,"western Afghanistan",earthquake,6.06,1.985,0.185,8,reviewed,us,us
2023-10-11T01:13:10.460Z,34.4568,61.9624,10,4.1,mb,29,149,5.848,0.47,us,us6000lenq,2023-10-12T21:55:35.040Z,"23 km ENE of Zindah Jān, Afghanistan",earthquake,12.1,1.984,0.174,9,reviewed,us,us
2023-10-11T01:03:10.946Z,52.1891,-173.4606,78.583,3.9,mb,42,187,0.395,0.5,us,us6000ley9,2023-10-12T21:43:13.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,6.41,6.014,0.229,5,reviewed,us,us
2023-10-11T00:53:24.195Z,51.1724,178.6927,28.497,3.1,ml,16,276,0.435,0.25,us,us6000ley8,2023-10-12T04:11:28.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.02,12.501,0.091,16,reviewed,us,us
2023-10-11T00:52:45.356Z,34.5998,62.1253,10,5,mb,67,93,5.708,0.73,us,us6000leng,2023-10-11T02:57:14.531Z,"28 km NNW of Herāt, Afghanistan",earthquake,9.64,1.852,0.084,45,reviewed,us,us
2023-10-11T00:41:56.160Z,34.5565,62.0449,9,6.3,mww,412,21,5.775,0.72,us,us6000len8,2023-10-13T00:09:57.020Z,"",earthquake,6.99,1.753,0.044,49,reviewed,us,us
2023-10-11T00:13:33.148Z,73.2469,6.8387,10,4.7,mb,74,33,5.829,0.76,us,us6000len5,2023-10-11T00:30:26.040Z,"Greenland Sea",earthquake,8.63,1.87,0.067,68,reviewed,us,us
2023-10-11T00:04:41.629Z,2.8832,125.7671,173.908,4.6,mb,42,107,2.637,0.91,us,us6000len4,2023-10-11T00:35:34.040Z,"Pulau-Pulau Sangihe, Indonesia",earthquake,8.78,9.023,0.107,26,reviewed,us,us
2023-10-10T23:59:05.490Z,19.2676,-64.3425,14,3.62,md,15,308,1.102,0.31,pr,pr2023283001,2023-10-11T00:19:18.400Z,"114 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,9.79,19.94,0.13,14,reviewed,pr,pr
2023-10-10T20:20:24.229Z,-6.6481,129.7709,166.592,4.6,mb,87,83,2.116,0.64,us,us6000lelx,2023-10-11T14:27:24.040Z,"",earthquake,8.12,6.894,0.063,80,reviewed,us,us
2023-10-10T17:17:29.372Z,28.9468,-98.1052,3.512,2.8,mb_lg,16,63,0.276,0.7,us,us6000lekm,2023-10-10T17:28:56.040Z,"9 km WSW of Falls City, Texas",earthquake,1.79,5.326,0.073,50,reviewed,us,us
2023-10-10T16:42:28.421Z,-8.5598,112.5475,84.706,4.7,mb,81,49,1.59,1,us,us6000lei9,2023-10-11T22:42:23.741Z,"43 km SSW of Gongdanglegi Kulon, Indonesia",earthquake,7.6,5.684,0.074,55,reviewed,us,us
2023-10-10T14:38:53.839Z,-8.1662,119.7296,186.555,4.4,mb,21,71,2.041,1.04,us,us6000lehv,2023-10-10T15:09:51.040Z,"40 km NNW of Labuan Bajo, Indonesia",earthquake,10.14,8.182,0.189,8,reviewed,us,us
2023-10-10T13:50:01.970Z,33.7906667,-115.5751667,5.35,2.63,ml,34,51,0.09862,0.19,ci,ci40580496,2023-10-12T16:10:33.040Z,"18 km WNW of Desert Center, CA",earthquake,0.23,0.79,0.153,25,reviewed,ci,ci
2023-10-10T12:27:41.581Z,15.9832,146.9409,36.505,4.9,mb,70,76,1.333,0.89,us,us6000leh9,2023-10-10T12:54:47.040Z,"153 km ENE of Saipan, Northern Mariana Islands",earthquake,9.76,4.03,0.066,73,reviewed,us,us
2023-10-10T12:24:30.189Z,7.0223,-82.5847,10,4.5,mb,65,149,1.763,0.6,us,us6000leh8,2023-10-11T12:05:50.417Z,"116 km SSE of Burica, Panama",earthquake,7.44,1.915,0.091,35,reviewed,us,us
2023-10-10T12:09:11.371Z,32.3685,-104.4707,9.424,2.7,ml,32,90,0.512,0.35,us,us6000leh6,2023-10-10T13:31:40.040Z,"23 km NNW of Whites City, New Mexico",earthquake,1.91,8.389,0.059,72,reviewed,us,us
2023-10-10T11:52:40.930Z,38.6873333,-122.5065,6.27,2.79,md,118,28,0.06621,0.16,nc,nc73948511,2023-10-12T03:48:14.024Z,"12 km SE of Middletown, CA",earthquake,0.13,0.4,0.158,164,reviewed,nc,nc
2023-10-10T11:09:19.110Z,44.6703333,-110.0013333,13.18,3.34,ml,25,115,0.08357,0.25,uu,uu60033849,2023-10-11T22:10:40.714Z,"37 km S of Silver Gate, Montana",earthquake,0.57,0.92,0.232,11,reviewed,uu,uu
2023-10-10T10:56:13.977Z,-20.0398,-70.9985,17,4.2,mwr,30,131,0.847,0.85,us,us6000legx,2023-10-10T12:16:59.040Z,"90 km WNW of Puerto, Chile",earthquake,5.51,1.91,0.069,20,reviewed,us,us
2023-10-10T10:53:58.767Z,49.8268,155.7379,74.498,4.4,mb,69,128,3.507,0.3,us,us6000legz,2023-10-10T11:50:33.040Z,"98 km SSW of Severo-Kuril’sk, Russia",earthquake,9.17,5.824,0.071,57,reviewed,us,us
2023-10-10T10:21:15.555Z,28.929,-98.055,4.6464,2.8,ml(texnet),20,44,0.1,0.2,tx,tx2023twaj,2023-10-10T13:57:20.531Z,"6 km SSW of Falls City, Texas",earthquake,1.041465609,2.298420014,0.1,6,reviewed,tx,tx
2023-10-10T10:01:31.086Z,-22.8844,-66.2242,247.255,6,mww,100,34,1.803,0.7,us,us6000legn,2023-10-11T10:08:26.038Z,"57 km WSW of Abra Pampa, Argentina",earthquake,8.15,5.84,0.047,44,reviewed,us,us
2023-10-10T09:48:24.920Z,19.3806,-64.2715,45,3.91,md,13,310,1.2355,0.27,pr,pr2023283000,2023-10-10T10:42:52.040Z,"128 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,3.26,18.71,0.12,9,reviewed,pr,pr
2023-10-10T08:32:46.879Z,57.8948,-139.017,5.9,4.2,ml,,,,0.88,ak,ak023d061muv,2023-10-11T07:03:25.498Z,"161 km WSW of Elfin Cove, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-10-10T07:21:32.234Z,-15.545,-174.2009,25.023,5.7,mww,57,57,3.092,1.21,us,us6000leg0,2023-10-11T07:25:28.834Z,"62 km NW of Hihifo, Tonga",earthquake,7.49,5.196,0.089,12,reviewed,us,us
2023-10-10T06:27:37.739Z,-23.4159,-66.8135,210.083,4.4,mb,39,71,1.339,1.08,us,us6000lefq,2023-10-10T06:47:09.040Z,"102 km NNW of San Antonio de los Cobres, Argentina",earthquake,6.28,8.365,0.107,25,reviewed,us,us
2023-10-10T05:46:19.008Z,58.293,-133.4128,0,2.6,ml,,,,0.73,ak,ak023d04cafp,2023-10-10T05:54:43.337Z,"59 km E of Juneau, Alaska",ice quake,,0,,,reviewed,ak,ak
2023-10-10T05:17:53.091Z,58.3404,-133.399,0,2.8,ml,,,,0.63,ak,ak023d046523,2023-10-10T05:49:07.570Z,"59 km E of Juneau, Alaska",ice quake,,0,,,reviewed,ak,ak
2023-10-10T03:36:03.170Z,31.4901667,-115.6428333,8.27,2.63,ml,13,70,0.1557,0.22,ci,ci40580344,2023-10-10T17:14:11.952Z,"91 km ESE of Maneadero, B.C., MX",earthquake,0.33,1.34,0.099,31,reviewed,ci,ci
2023-10-10T02:52:52.730Z,51.247,-179.0714,20.999,2.9,ml,18,212,0.347,0.4,us,us6000lel7,2023-10-11T04:52:26.040Z,"182 km WSW of Adak, Alaska",earthquake,5.65,5.963,0.128,8,reviewed,us,us
2023-10-10T02:10:50.977Z,31.646,-103.996,6.4658,3,ml(texnet),15,70,0,0.1,tx,tx2023tvke,2023-10-13T19:29:24.167Z,"38 km W of Mentone, Texas",earthquake,2.327876325,1.877362514,0.1,6,reviewed,tx,tx
2023-10-10T02:00:52.602Z,32.3584,-104.4798,10,2.6,ml,27,90,0.517,0.48,us,us6000leex,2023-10-11T04:44:24.040Z,"22 km NNW of Whites City, New Mexico",earthquake,3.17,2.011,0.081,60,reviewed,us,us
2023-10-10T01:53:36.220Z,31.4903333,-115.642,8.43,3.04,ml,12,70,0.1564,0.19,ci,ci40580320,2023-10-10T14:07:27.782Z,"91 km ESE of Maneadero, B.C., MX",earthquake,0.3,1.25,0.133,56,reviewed,ci,ci
2023-10-10T01:24:03.879Z,32.407,-102.036,8.8282,2.7,ml(texnet),27,58,0.1,0.1,tx,tx2023tviq,2023-10-11T04:40:37.040Z,"32 km WSW of Ackerly, Texas",earthquake,0.9579435658,1.998260483,0.1,7,reviewed,tx,tx
2023-10-10T01:10:23.842Z,51.7916,178.149,139.872,3.1,ml,21,172,0.274,0.38,us,us6000lefi,2023-10-11T04:35:11.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,9.17,4.366,0.085,18,reviewed,us,us
2023-10-10T01:05:43.524Z,13.1487,-87.6259,191.755,4.4,mb,65,126,0.742,0.78,us,us6000leeq,2023-10-11T04:04:38.040Z,"Honduras",earthquake,7.65,7.574,0.075,51,reviewed,us,us
2023-10-10T00:13:15.347Z,-23.6067,-63.6564,538.053,5.6,mww,95,25,4.209,0.8,us,us6000leee,2023-10-11T14:03:30.040Z,"63 km SE of Embarcación, Argentina",earthquake,10.66,6.116,0.055,32,reviewed,us,us
2023-10-09T22:32:10.908Z,52.7517,159.3114,71.476,4.3,mb,32,112,0.484,0.75,us,us6000lee4,2023-10-09T23:02:19.040Z,"57 km SE of Petropavlovsk-Kamchatsky, Russia",earthquake,10.48,5.974,0.109,24,reviewed,us,us
2023-10-09T22:25:20.740Z,12.6316,-88.2309,62.107,4.4,mb,41,146,0.837,0.98,us,us6000lee1,2023-10-09T22:44:48.040Z,"65 km SSW of Intipucá, El Salvador",earthquake,4.74,8.298,0.053,104,reviewed,us,us
2023-10-09T20:41:05.878Z,1.6193,-85.3469,10,4.6,mb,41,149,5.843,0.64,us,us6000ledr,2023-10-10T15:22:27.040Z,"off the coast of Ecuador",earthquake,11.34,1.954,0.107,26,reviewed,us,us
2023-10-09T19:48:06.471Z,56.3012,162.768,10,4.3,mb,70,104,4.063,0.67,us,us6000led5,2023-10-10T15:35:21.040Z,"19 km ENE of Ust’-Kamchatsk Staryy, Russia",earthquake,11.2,1.917,0.063,71,reviewed,us,us
2023-10-09T18:43:19.048Z,-4.3679,153.0602,12.024,4.3,mb,29,154,0.911,0.8,us,us6000lf5a,2023-10-13T15:33:29.040Z,"87 km E of Kokopo, Papua New Guinea",earthquake,8.59,4.255,0.122,19,reviewed,us,us
2023-10-09T18:35:11.639Z,32.832,-100.94,6.1381,2.9,ml(texnet),19,63,0,0.2,tx,tx2023tuve,2023-10-12T19:46:39.590Z,"12 km N of Snyder, Texas",earthquake,0.7536083901,1.629053716,0.1,7,reviewed,tx,tx
2023-10-09T18:23:09.360Z,49.0862,21.7825,8.273,5,mww,162,16,1.715,0.69,us,us6000lec2,2023-10-13T22:23:08.674Z,"Poland-Slovakia border region",earthquake,5.39,2.701,0.045,47,reviewed,us,us
2023-10-09T17:24:46.561Z,-7.3719,68.4348,10,4.6,mb,58,58,3.985,0.94,us,us6000lebv,2023-10-13T16:09:01.040Z,"Chagos Archipelago region",earthquake,4.54,1.846,0.08,49,reviewed,us,us
2023-10-09T17:00:43.190Z,3.1702,127.06,45.028,4.4,mb,30,123,2.402,1,us,us6000lebh,2023-10-13T15:45:20.040Z,"191 km NNW of Tobelo, Indonesia",earthquake,10.18,6.847,0.112,23,reviewed,us,us
2023-10-09T15:57:15.400Z,34.0883333,-118.2615,11.47,2.59,ml,93,31,0.03872,0.18,ci,ci40579712,2023-10-13T10:22:16.262Z,"0 km SE of Silver Lake, CA",earthquake,0.13,0.22,0.149,26,reviewed,ci,ci
2023-10-09T15:15:16.374Z,32.682,-100.696,6.774,2.9,ml(texnet),23,55,0,0.2,tx,tx2023tuoo,2023-10-09T15:40:23.040Z,"7 km NE of Hermleigh, Texas",earthquake,0.8194975003,1.468453297,0.1,19,reviewed,tx,tx
2023-10-09T14:29:05.788Z,-0.9087,-79.1846,105.014,4.1,mb,25,111,0.661,0.71,us,us6000le97,2023-10-09T16:46:27.040Z,"5 km NE of La Maná, Ecuador",earthquake,3.43,5.803,0.144,13,reviewed,us,us
2023-10-09T13:59:24.800Z,28.966,-97.62,3.9861,4,ml(texnet),30,92,0.1,0.3,tx,tx2023tumb,2023-10-10T14:48:41.355Z,"5 km NNW of Nordheim, Texas",earthquake,1.49659632,1.907328823,0.2,21,reviewed,tx,tx
2023-10-09T13:48:48.340Z,38.7628333,-122.7255,2.15,2.8,md,97,26,0.001335,0.07,nc,nc73948151,2023-10-12T16:13:30.040Z,"3 km ESE of The Geysers, CA",earthquake,0.09,0.14,0.188,141,reviewed,nc,nc
2023-10-09T13:30:46.525Z,34.6605,62.0341,10,5.1,mww,114,88,5.782,0.9,us,us6000le8s,2023-10-09T20:07:43.978Z,"37 km NNW of Herāt, Afghanistan",earthquake,7.43,1.85,0.078,16,reviewed,us,us
2023-10-09T13:25:55.545Z,28.926,-98.062,6.7251,3.5,ml(texnet),22,73,0.1,0.5,tx,tx2023tuky,2023-10-09T19:23:22.764Z,"7 km SW of Falls City, Texas",earthquake,1.962698389,3.036989574,0.2,20,reviewed,tx,tx
2023-10-09T13:03:54.309Z,-23.6804,-66.8729,216.661,4.1,ml,21,134,1.402,0.27,us,us6000le8j,2023-10-09T15:55:02.040Z,"Jujuy, Argentina",earthquake,12.9,15.964,,,reviewed,us,guc
2023-10-09T12:43:31.192Z,51.4936,178.9807,32.248,3.8,mb,36,174,0.232,0.99,us,us6000le90,2023-10-10T04:41:55.040Z,"",earthquake,5.14,7.655,0.17,9,reviewed,us,us
2023-10-09T12:35:55.347Z,3.2631,127.0766,39.14,4.4,mb,24,81,2.492,0.78,us,us6000le8e,2023-10-09T12:51:27.040Z,"198 km NNW of Tobelo, Indonesia",earthquake,9.52,6.263,0.134,16,reviewed,us,us
2023-10-09T12:24:38.222Z,3.2965,127.0584,34.086,4.8,mb,55,75,2.527,0.78,us,us6000le8d,2023-10-09T12:39:24.040Z,"203 km NNW of Tobelo, Indonesia",earthquake,5.53,5.383,0.073,58,reviewed,us,us
2023-10-09T12:05:33.408Z,61.243,-146.9095,3.7,2.5,ml,,,,0.7,ak,ak023cykq7o9,2023-10-09T13:33:47.492Z,"32 km WNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-10-09T12:04:44.760Z,33.1176667,-115.6038333,10.69,2.58,ml,54,82,0.06046,0.24,ci,ci40579440,2023-10-10T10:10:30.687Z,"8 km W of Calipatria, CA",earthquake,0.23,0.46,0.188,27,reviewed,ci,ci
2023-10-09T10:58:17.288Z,51.8318,178.4873,99.62,2.7,ml,16,235,0.112,0.36,us,us6000le8y,2023-10-12T06:41:06.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,6.4,5.833,0.115,12,reviewed,us,us
2023-10-09T10:08:41.290Z,17.8893333333333,-66.923,14.63,2.89,md,17,241,0.08355,0.09,pr,pr71428053,2023-10-09T10:24:37.570Z,"9 km S of Guánica, Puerto Rico",earthquake,0.55,0.42,0.17537555426393,9,reviewed,pr,pr
2023-10-09T09:46:00.777Z,34.7494,62.0168,10,4.7,mb,74,150,5.796,0.63,us,us6000le7q,2023-10-09T11:13:49.558Z,"30 km SE of Qarah Bāgh, Afghanistan",earthquake,9.24,1.903,0.057,95,reviewed,us,us
2023-10-09T07:21:59.742Z,-45.7315,166.1303,10,4.2,mb,31,82,0.766,0.4,us,us6000le75,2023-10-11T07:06:31.040Z,"off the west coast of the South Island of New Zealand",earthquake,5.44,1.94,0.235,5,reviewed,us,us
2023-10-09T07:07:08.226Z,34.1165,45.8027,10,4.6,mb,54,138,1.508,0.55,us,us6000le73,2023-10-10T07:25:57.040Z,"38 km S of Sarpol-e Z̄ahāb, Iran",earthquake,5.2,1.915,0.094,34,reviewed,us,us
2023-10-09T06:54:06.387Z,34.6185,62.029,10,4.9,mb,67,85,5.787,0.54,us,us6000le6y,2023-10-09T18:40:36.469Z,"33 km NNW of Herāt, Afghanistan",earthquake,9.46,1.871,0.052,115,reviewed,us,us
2023-10-09T06:29:31.663Z,31.628,-103.99,7.3013,2.9,ml(texnet),33,49,0,0.1,tx,tx2023ttxf,2023-10-09T15:01:31.223Z,"38 km WSW of Mentone, Texas",earthquake,0.3769752486,0.5032247142,0.2,24,reviewed,tx,tx
2023-10-09T06:28:54.396Z,38.2755,38.1522,10,4.2,mb,32,44,0.829,0.37,us,us6000le6p,2023-10-09T10:36:21.040Z,"8 km WSW of Yeşilyurt, Turkey",earthquake,2.34,1.883,0.159,11,reviewed,us,us
2023-10-09T06:27:38.350Z,17.826,-66.872,7.81,2.58,md,5,261,0.1484,0.22,pr,pr71428028,2023-10-09T06:38:47.670Z,"16 km SSE of Guánica, Puerto Rico",earthquake,3.7,4.48,0.0971706078804511,5,reviewed,pr,pr
2023-10-09T05:54:09.982Z,-23.9344,-66.8994,211.965,4.5,mb,27,69,1.529,0.99,us,us6000le6j,2023-10-09T08:33:17.040Z,"",earthquake,9.67,8.835,0.145,14,reviewed,us,us
2023-10-09T05:09:40.742Z,44.6817,146.2867,174.468,5.3,mww,129,60,2.707,0.93,us,us6000le6f,2023-10-09T05:31:25.040Z,"76 km NNE of Otrada, Russia",earthquake,7.43,4.56,0.063,24,reviewed,us,us
2023-10-09T04:26:57.041Z,-6.9752,129.6095,154.599,4.4,mb,28,112,2.454,0.65,us,us6000le69,2023-10-11T03:49:47.040Z,"Banda Sea",earthquake,7.26,8.576,0.134,16,reviewed,us,us
2023-10-09T04:24:07.544Z,54.2544,-160.7744,35,2.5,ml,14,273,1.098,0.5,us,us6000le8u,2023-10-11T03:44:19.040Z,"121 km S of Sand Point, Alaska",earthquake,2.79,2.025,0.128,8,reviewed,us,us
2023-10-09T03:50:48.637Z,0.3901,122.1974,133.984,5.1,mb,118,32,1.534,0.82,us,us6000le5w,2023-10-11T03:08:00.040Z,"97 km W of Gorontalo, Indonesia",earthquake,6.32,4.535,0.045,159,reviewed,us,us
2023-10-09T03:31:07.257Z,-4.5082,133.9047,10,4.4,mb,20,69,2.285,0.98,us,us6000le5t,2023-10-11T02:58:01.040Z,"",earthquake,8.43,1.889,0.155,12,reviewed,us,us
2023-10-09T03:21:03.696Z,-7.6162,133.4197,10,4.5,mb,24,100,4.654,0.5,us,us6000le5r,2023-10-11T02:10:19.040Z,"231 km SSE of Tual, Indonesia",earthquake,6.27,1.89,0.15,13,reviewed,us,us
2023-10-09T03:02:41.120Z,32.682,-100.698,6.3827,3.1,ml(texnet),29,47,0,0.3,tx,tx2023ttqk,2023-10-09T15:24:16.669Z,"7 km NE of Hermleigh, Texas",earthquake,1.069561538,1.83227485,0.1,17,reviewed,tx,tx
2023-10-09T02:51:34.990Z,40.2517,142.393,50.461,5,mb,18,179,1.146,0.27,us,us6000le5d,2023-10-11T01:44:41.040Z,"51 km ENE of Noda, Japan",earthquake,7.1,10.549,0.213,7,reviewed,us,us
2023-10-09T02:42:22.177Z,-21.9237,-68.6167,100.12,4.1,mb,22,62,0.594,0.79,us,us6000le5b,2023-10-11T01:38:53.040Z,"66 km NNE of Calama, Chile",earthquake,2.56,7.527,0.234,5,reviewed,us,us
2023-10-09T02:21:08.810Z,48.032833333333336,-122.7065,56.95,4.34,ml,143,26,0.05452,0.25,uw,uw61965081,2023-10-14T04:45:27.442Z,"Port Townsend, WA",earthquake,0.28,0.44,0.16146187599145634,140,reviewed,uw,uw
2023-10-09T01:40:44.520Z,18.1765,-66.983,13.03,3.01,md,19,48,0.008164,0.2,pr,pr71428013,2023-10-09T03:49:29.817Z,"0 km SW of Maricao, Puerto Rico",earthquake,0.36,0.5,0.0872329309924456,11,reviewed,pr,pr
2023-10-09T01:27:30.721Z,3.9465,95.8156,51.988,4.4,mb,27,116,1.701,0.73,us,us6000le50,2023-10-11T01:15:53.040Z,"40 km WSW of Meulaboh, Indonesia",earthquake,9.13,8.426,0.139,15,reviewed,us,us
2023-10-09T01:20:15.912Z,-10.299,161.3639,74.428,4.7,mb,52,102,1.637,0.48,us,us6000le4w,2023-10-10T23:25:13.040Z,"63 km WNW of Kirakira, Solomon Islands",earthquake,10.26,7.438,0.087,40,reviewed,us,us
2023-10-09T01:19:21.531Z,62.1685,-150.9325,14.1,2.5,ml,,,,0.71,ak,ak023cye9f4p,2023-10-10T22:38:21.040Z,"Central Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-10-09T00:39:20.630Z,-20.2402,-177.6251,499.749,4.6,mb,56,97,3.769,0.85,us,us6000le4q,2023-10-09T00:54:59.040Z,"Fiji region",earthquake,12.23,8.306,0.031,313,reviewed,us,us
2023-10-08T23:50:28.940Z,61.3482,-146.4028,14.8,2.7,ml,,,,0.63,ak,ak023cx409mu,2023-10-10T18:26:34.635Z,"24 km N of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-10-08T23:35:05.063Z,8.8156,-77.1671,25.935,4.6,mb,45,96,0.791,0.65,us,us6000le4f,2023-10-08T23:49:07.040Z,"Panama-Colombia border region",earthquake,6.6,5.928,0.063,75,reviewed,us,us
2023-10-08T22:42:29.413Z,49.771,89.0078,10,4.4,mb,54,69,3.59,0.59,us,us6000le45,2023-10-08T23:02:49.040Z,"14 km WNW of Tashanta, Russia",earthquake,8.16,1.852,0.087,38,reviewed,us,us
2023-10-08T22:41:13.640Z,-22.9894,-66.3047,237.861,4.6,mb,33,96,1.728,0.87,us,us6000le44,2023-10-08T22:54:28.040Z,"68 km WNW of El Aguilar, Argentina",earthquake,9.65,9.841,0.117,22,reviewed,us,us
2023-10-08T22:02:53.353Z,52.699,-166.6638,6.634,3,ml,15,250,1.037,0.42,us,us6000le4k,2023-10-09T01:06:09.040Z,"131 km S of Unalaska, Alaska",earthquake,4.3,5.631,0.128,8,reviewed,us,us
2023-10-08T21:30:23.900Z,38.8271667,-122.804,1.75,3.87,mw,108,20,0.006058,0.06,nc,nc73947486,2023-10-14T02:06:32.597Z,"7 km NW of The Geysers, CA",earthquake,0.07,0.11,,3,reviewed,nc,nc
2023-10-08T21:21:42.192Z,29.7824,139.9375,10,4.9,mb,32,131,6.9,0.52,us,us6000le3x,2023-10-08T22:06:57.040Z,"Izu Islands, Japan region",earthquake,11.08,1.92,0.112,25,reviewed,us,us
2023-10-08T21:17:29.574Z,29.7869,140.026,10,5.4,mb,68,82,5.12,0.98,us,us6000le3k,2023-10-09T21:22:08.280Z,"Izu Islands, Japan region",earthquake,10.97,1.878,0.034,294,reviewed,us,us
2023-10-08T21:13:28.933Z,29.7887,140.0434,10,5.1,mb,63,63,6.101,0.67,us,us6000le3r,2023-10-08T21:54:26.040Z,"Izu Islands, Japan region",earthquake,11.14,1.837,0.044,168,reviewed,us,us
2023-10-08T21:05:33.644Z,29.758,140.0207,10,5.3,mb,80,82,5.146,0.81,us,us6000le2y,2023-10-08T21:19:58.040Z,"",earthquake,10.78,1.865,0.058,101,reviewed,us,us
2023-10-08T21:00:41.697Z,29.8125,140.0184,10,5,mb,66,111,6.07,0.84,us,us6000le3e,2023-10-08T21:25:47.040Z,"Izu Islands, Japan region",earthquake,11.47,1.875,0.039,215,reviewed,us,us
2023-10-08T20:56:48.379Z,29.8249,139.9328,10,4.9,mb,50,111,5.06,0.83,us,us6000le3u,2023-10-12T19:40:23.040Z,"",earthquake,9.31,1.854,0.1,31,reviewed,us,us
2023-10-08T20:51:25.664Z,29.77,139.9186,10,4.7,mb,57,83,3.336,0.93,us,us6000lf4g,2023-10-12T19:34:13.040Z,"",earthquake,2.56,1.852,0.092,36,reviewed,us,us
2023-10-08T20:43:09.456Z,29.7256,140.2201,10,4.8,mb,71,102,3.397,0.66,us,us6000lf4i,2023-10-12T19:25:04.040Z,"Izu Islands, Japan region",earthquake,9.25,1.868,0.076,53,reviewed,us,us
2023-10-08T20:34:32.705Z,29.7181,139.9904,10,4.7,mb,67,91,3.25,0.4,us,us6000le3i,2023-10-12T19:11:59.040Z,"Izu Islands, Japan region",earthquake,8.86,1.856,0.081,47,reviewed,us,us
2023-10-08T20:25:22.661Z,29.7105,139.9298,10,4.9,mb,71,73,3.276,0.73,us,us6000le2t,2023-10-12T19:05:29.040Z,"",earthquake,7.73,1.794,0.076,54,reviewed,us,us
2023-10-08T20:13:51.052Z,29.7099,140.0704,10,4.7,mb,81,53,3.202,0.71,us,us6000le2p,2023-10-12T18:59:25.040Z,"Izu Islands, Japan region",earthquake,5.55,1.8,0.07,63,reviewed,us,us
2023-10-08T19:53:46.086Z,29.6904,140.0613,10,4.5,mb,42,91,3.191,0.64,us,us6000leml,2023-10-12T18:53:55.040Z,"Izu Islands, Japan region",earthquake,10.14,1.892,0.101,29,reviewed,us,us
2023-10-08T19:50:23.930Z,-31.3915,-68.899,113.768,4.2,mb,34,40,0.239,0.74,us,us6000le2h,2023-10-12T18:36:51.040Z,"23 km NW of Villa Basilio Nievas, Argentina",earthquake,5.48,4.969,0.2,7,reviewed,us,us
2023-10-08T19:46:32.191Z,30.798,86.3755,10,4.4,mb,65,40,3.137,0.59,us,us6000le2i,2023-10-12T17:33:34.040Z,"197 km NE of Saga, China",earthquake,6.63,1.851,0.075,51,reviewed,us,us
2023-10-08T18:58:10.349Z,30.1221,139.878,10,4.3,mb,43,113,2.985,0.59,us,us6000lexg,2023-10-12T16:58:43.040Z,"Izu Islands, Japan region",earthquake,8.22,1.87,0.099,29,reviewed,us,us
2023-10-08T18:07:39.880Z,-3.1711,148.4554,7,5.9,mww,119,34,3.837,0.54,us,us6000le27,2023-10-12T16:49:34.247Z,"",earthquake,7.41,1.756,0.059,28,reviewed,us,us
2023-10-08T16:17:47.058Z,41.8454,82.4299,10,4.7,mb,69,54,2.497,0.98,us,us6000le1y,2023-10-10T13:34:26.040Z,"southern Xinjiang, China",earthquake,7.7,1.88,0.052,111,reviewed,us,us
2023-10-08T15:39:11.820Z,38.8245,-122.8101667,2.44,2.89,md,98,22,0.001106,0.05,nc,nc73947211,2023-10-09T13:03:14.444Z,"7 km NW of The Geysers, CA",earthquake,0.09,0.13,0.163,147,reviewed,nc,nc
2023-10-08T15:38:12.630Z,17.9203333333333,-66.2663333333333,10.43,2.53,md,19,199,0.1538,0.32,pr,pr71427993,2023-10-08T15:51:22.550Z,"5 km SW of Central Aguirre, Puerto Rico",earthquake,0.64,0.64,0.242335766371685,8,reviewed,pr,pr
